Sector - Reduction Level,Emissions (MMTCO2e)
Stationary Combustion - Commercial fuel - R1_36_R2_63,0.6100923772611964
Stationary Combustion - Industrial fuel - R1_36_R2_63,0.2156943469033381
Agriculture & Land management - Organic fertilizer - R1_36_R2_63,6.27886738264648e-05
Agriculture & Land management - Synthetic fertilizer - R1_36_R2_63,0.018465135964811884
Agriculture & Land management - Manure fertilizer - R1_36_R2_63,5.516251911069984e-05
Wastewater treatment - Wastewater - R1_36_R2_63,0.0590119115818259
Mobile Combustion - Automobile - R1_36_R2_93,0.6792515656172642
Mobile Combustion - Motorcycle - R1_36_R2_93,0.02419083374029026
Mobile Combustion - Trucks - R1_36_R2_93,1.181453970733081
Mobile Combustion - Buses - R1_36_R2_93,0.013358098128608064
Electricity Consumption - Residential Electricity - R1_36_R2_93,0.40405743958054685
Electricity Consumption - Commercial&Industrial Electricity - R1_36_R2_93,0.4640307333518692
Stationary Combustion - Residential fuel oil - R1_36_R2_93,0.5017314997353559
Stationary Combustion - Residential natural gas - R1_36_R2_93,0.35649343402248973
Stationary Combustion - Residential propane - R1_36_R2_93,0.03961038155805441
Stationary Combustion - Commercial fuel - R1_36_R2_93,0.6100923772611964
Stationary Combustion - Industrial fuel - R1_36_R2_93,0.2156943469033381
Agriculture & Land management - Organic fertilizer - R1_36_R2_93,6.27886738264648e-05
Agriculture & Land management - Synthetic fertilizer - R1_36_R2_93,0.018465135964811884
Agriculture & Land management - Manure fertilizer - R1_36_R2_93,5.516251911069984e-05
Wastewater treatment - Wastewater - R1_36_R2_93,0.0590119115818259
Mobile Combustion - Automobile - R1_46_R2_91,0.5894302297358871
Mobile Combustion - Motorcycle - R1_46_R2_91,0.02099194085196457
Mobile Combustion - Trucks - R1_46_R2_91,1.0252235263657319
Mobile Combustion - Buses - R1_46_R2_91,0.011591680089283041
Electricity Consumption - Residential Electricity - R1_46_R2_91,0.3506266035942469
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_91,0.4026692842666489
Stationary Combustion - Residential fuel oil - R1_46_R2_91,0.43538466177254176
Stationary Combustion - Residential natural gas - R1_46_R2_91,0.30935225968049024
Stationary Combustion - Residential propane - R1_46_R2_91,0.03437247329783224
Stationary Combustion - Commercial fuel - R1_46_R2_91,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_91,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_91,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_91,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_91,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_91,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_72,0.6800387142068034
Mobile Combustion - Motorcycle - R1_46_R2_72,0.024218867213634032
Mobile Combustion - Trucks - R1_46_R2_72,1.1828230950365677
Mobile Combustion - Buses - R1_46_R2_72,0.013373578119576218
Electricity Consumption - Residential Electricity - R1_46_R2_72,0.40452568030277414
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_72,0.4645684739412911
Stationary Combustion - Residential fuel oil - R1_46_R2_72,0.5023129297420503
Stationary Combustion - Residential natural gas - R1_46_R2_72,0.3569065553430358
Stationary Combustion - Residential propane - R1_46_R2_72,0.03965628392700397
Stationary Combustion - Commercial fuel - R1_46_R2_72,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_72,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_72,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_72,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_72,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_72,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_87,0.6082736836359706
Mobile Combustion - Motorcycle - R1_46_R2_87,0.02166303074481672
Mobile Combustion - Trucks - R1_46_R2_87,1.057998825768021
Mobile Combustion - Buses - R1_46_R2_87,0.011962253701506484
Electricity Consumption - Residential Electricity - R1_46_R2_87,0.3618357610274032
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_87,0.41554219052810437
Stationary Combustion - Residential fuel oil - R1_46_R2_87,0.4493034436554975
Stationary Combustion - Residential natural gas - R1_46_R2_87,0.31924192049206407
Stationary Combustion - Residential propane - R1_46_R2_87,0.035471324499118224
Stationary Combustion - Commercial fuel - R1_46_R2_87,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_87,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_87,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_87,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_87,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_87,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_52,0.7787166704004842
Mobile Combustion - Motorcycle - R1_46_R2_52,0.027733179366810627
Mobile Combustion - Trucks - R1_46_R2_52,1.3544582727382268
Mobile Combustion - Buses - R1_46_R2_52,0.015314169630422156
Electricity Consumption - Residential Electricity - R1_46_R2_52,0.46322493745712034
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_52,0.5319803235357876
Stationary Combustion - Residential fuel oil - R1_46_R2_52,0.5752017406892633
Stationary Combustion - Residential natural gas - R1_46_R2_52,0.40869597364763455
Stationary Combustion - Residential propane - R1_46_R2_52,0.04541066373862605
Stationary Combustion - Commercial fuel - R1_46_R2_52,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_52,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_52,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_52,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_52,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_52,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_81,0.6377385409809069
Mobile Combustion - Motorcycle - R1_46_R2_81,0.022712390807115568
Mobile Combustion - Trucks - R1_46_R2_81,1.1092484282266097
Mobile Combustion - Buses - R1_46_R2_81,0.012541706846235595
Electricity Consumption - Residential Electricity - R1_46_R2_81,0.37936313294531987
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_81,0.4356711089641687
Stationary Combustion - Residential fuel oil - R1_46_R2_81,0.471067761639408
Stationary Combustion - Residential natural gas - R1_46_R2_81,0.3347060411648426
Stationary Combustion - Residential propane - R1_46_R2_81,0.03718956012942694
Stationary Combustion - Commercial fuel - R1_46_R2_81,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_81,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_81,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_81,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_81,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_81,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_84,0.6249402731043286
Mobile Combustion - Motorcycle - R1_46_R2_84,0.022256593888804965
Mobile Combustion - Trucks - R1_46_R2_84,1.0869878031994913
Mobile Combustion - Buses - R1_46_R2_84,0.01229001730023332
Electricity Consumption - Residential Electricity - R1_46_R2_84,0.3717499957645807
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_84,0.4269279717687389
Stationary Combustion - Residential fuel oil - R1_46_R2_84,0.4616142771562399
Stationary Combustion - Residential natural gas - R1_46_R2_84,0.3279890916636442
Stationary Combustion - Residential propane - R1_46_R2_84,0.03644323240707157
Stationary Combustion - Commercial fuel - R1_46_R2_84,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_84,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_84,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_84,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_84,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_84,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_53,0.7711836860222505
Mobile Combustion - Motorcycle - R1_46_R2_53,0.027464900010698352
Mobile Combustion - Trucks - R1_46_R2_53,1.341355801200974
Mobile Combustion - Buses - R1_46_R2_53,0.015166026660101178
Electricity Consumption - Residential Electricity - R1_46_R2_53,0.4587438901775261
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_53,0.5268341649661222
Stationary Combustion - Residential fuel oil - R1_46_R2_53,0.569637475929506
Stationary Combustion - Residential natural gas - R1_46_R2_53,0.4047424171078069
Stationary Combustion - Residential propane - R1_46_R2_53,0.0449713796786452
Stationary Combustion - Commercial fuel - R1_46_R2_53,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_53,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_53,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_53,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_53,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_53,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_70,0.6909537767861589
Mobile Combustion - Motorcycle - R1_46_R2_70,0.02460759574587099
Mobile Combustion - Trucks - R1_46_R2_70,1.2018081731400843
Mobile Combustion - Buses - R1_46_R2_70,0.013588232725314859
Electricity Consumption - Residential Electricity - R1_46_R2_70,0.41101857993218904
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_70,0.47202509936500603
Stationary Combustion - Residential fuel oil - R1_46_R2_70,0.510375378170371
Stationary Combustion - Residential natural gas - R1_46_R2_70,0.3626351371210531
Stationary Combustion - Residential propane - R1_46_R2_70,0.040292793013450345
Stationary Combustion - Commercial fuel - R1_46_R2_70,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_70,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_70,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_70,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_70,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_70,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_67,0.705642084541078
Mobile Combustion - Motorcycle - R1_46_R2_67,0.025130704456710055
Mobile Combustion - Trucks - R1_46_R2_67,1.2273562327969343
Mobile Combustion - Buses - R1_46_R2_67,0.01387709161981752
Electricity Consumption - Residential Electricity - R1_46_R2_67,0.4197560202615763
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_67,0.4820594173765063
Stationary Combustion - Residential fuel oil - R1_46_R2_67,0.5212249470951816
Stationary Combustion - Residential natural gas - R1_46_R2_67,0.3703440413571028
Stationary Combustion - Residential propane - R1_46_R2_67,0.04114933792856697
Stationary Combustion - Commercial fuel - R1_46_R2_67,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_67,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_67,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_67,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_67,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_67,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_65,0.7130753268389395
Mobile Combustion - Motorcycle - R1_46_R2_65,0.02539543160300004
Mobile Combustion - Trucks - R1_46_R2_65,1.2402852182756043
Mobile Combustion - Buses - R1_46_R2_65,0.014023273071660507
Electricity Consumption - Residential Electricity - R1_46_R2_65,0.4241777352824705
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_65,0.4871374371401035
Stationary Combustion - Residential fuel oil - R1_46_R2_65,0.526715537025016
Stationary Combustion - Residential natural gas - R1_46_R2_65,0.37424524999145875
Stationary Combustion - Residential propane - R1_46_R2_65,0.041582805554606514
Stationary Combustion - Commercial fuel - R1_46_R2_65,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_65,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_65,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_65,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_65,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_65,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_66,0.7080710228374208
Mobile Combustion - Motorcycle - R1_46_R2_66,0.02521720855249209
Mobile Combustion - Trucks - R1_46_R2_66,1.231580998612928
Mobile Combustion - Buses - R1_46_R2_66,0.013924858894496375
Electricity Consumption - Residential Electricity - R1_46_R2_66,0.4212008908199939
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_66,0.48371874666770076
Stationary Combustion - Residential fuel oil - R1_46_R2_66,0.523019090702464
Stationary Combustion - Residential natural gas - R1_46_R2_66,0.37161882760438236
Stationary Combustion - Residential propane - R1_46_R2_66,0.041290980844931366
Stationary Combustion - Commercial fuel - R1_46_R2_66,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_66,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_66,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_66,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_66,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_66,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_64,0.7193323433815008
Mobile Combustion - Motorcycle - R1_46_R2_64,0.025618268699818203
Mobile Combustion - Trucks - R1_46_R2_64,1.2511683393655555
Mobile Combustion - Buses - R1_46_R2_64,0.014146322977172176
Electricity Consumption - Residential Electricity - R1_46_R2_64,0.4278997643679728
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_64,0.4914119182334242
Stationary Combustion - Residential fuel oil - R1_46_R2_64,0.5313373037645822
Stationary Combustion - Residential natural gas - R1_46_R2_64,0.3775291368853611
Stationary Combustion - Residential propane - R1_46_R2_64,0.04194768187615122
Stationary Combustion - Commercial fuel - R1_46_R2_64,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_64,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_64,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_64,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_64,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_64,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_59,0.7446940523440659
Mobile Combustion - Motorcycle - R1_46_R2_59,0.026521499426015373
Mobile Combustion - Trucks - R1_46_R2_59,1.2952811442159504
Mobile Combustion - Buses - R1_46_R2_59,0.014645083987348543
Electricity Consumption - Residential Electricity - R1_46_R2_59,0.4429863504069592
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_59,0.5087377706931991
Stationary Combustion - Residential fuel oil - R1_46_R2_59,0.5500708171162606
Stationary Combustion - Residential natural gas - R1_46_R2_59,0.3908397911089221
Stationary Combustion - Residential propane - R1_46_R2_59,0.04342664345654689
Stationary Combustion - Commercial fuel - R1_46_R2_59,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_59,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_59,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_59,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_59,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_59,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_79,0.6489903610699949
Mobile Combustion - Motorcycle - R1_46_R2_79,0.023113112605678422
Mobile Combustion - Trucks - R1_46_R2_79,1.1288192443941762
Mobile Combustion - Buses - R1_46_R2_79,0.012762984093846935
Electricity Consumption - Residential Electricity - R1_46_R2_79,0.38605635508266806
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_79,0.44335779029369665
Stationary Combustion - Residential fuel oil - R1_46_R2_79,0.4793789571578465
Stationary Combustion - Residential natural gas - R1_46_R2_79,0.3406113642963646
Stationary Combustion - Residential propane - R1_46_R2_79,0.03784570714404051
Stationary Combustion - Commercial fuel - R1_46_R2_79,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_79,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_79,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_79,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_79,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_79,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_92,0.5837098376954075
Mobile Combustion - Motorcycle - R1_46_R2_92,0.020788215075263905
Mobile Combustion - Trucks - R1_46_R2_92,1.0152737813338852
Mobile Combustion - Buses - R1_46_R2_92,0.011479183391330798
Electricity Consumption - Residential Electricity - R1_46_R2_92,0.3472237892640765
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_92,0.3987613982227033
Stationary Combustion - Residential fuel oil - R1_46_R2_92,0.431159274562818
Stationary Combustion - Residential natural gas - R1_46_R2_92,0.30635001087358127
Stationary Combustion - Residential propane - R1_46_R2_92,0.03403889009706458
Stationary Combustion - Commercial fuel - R1_46_R2_92,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_92,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_92,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_92,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_92,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_92,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_74,0.6735329324831341
Mobile Combustion - Motorcycle - R1_46_R2_74,0.023987170605198713
Mobile Combustion - Trucks - R1_46_R2_74,1.1715072850491928
Mobile Combustion - Buses - R1_46_R2_74,0.013245636021144532
Electricity Consumption - Residential Electricity - R1_46_R2_74,0.40065567154784854
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_74,0.4601240489048643
Stationary Combustion - Residential fuel oil - R1_46_R2_74,0.49750741174784263
Stationary Combustion - Residential natural gas - R1_46_R2_74,0.3534921083471514
Stationary Combustion - Residential propane - R1_46_R2_74,0.03927690092746126
Stationary Combustion - Commercial fuel - R1_46_R2_74,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_74,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_74,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_74,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_74,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_74,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_55,0.7610573698077283
Mobile Combustion - Motorcycle - R1_46_R2_55,0.027104261854900353
Mobile Combustion - Trucks - R1_46_R2_55,1.3237426264861334
Mobile Combustion - Buses - R1_46_R2_55,0.014966883467031053
Electricity Consumption - Residential Electricity - R1_46_R2_55,0.45272018171790024
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_55,0.5199163716520832
Stationary Combustion - Residential fuel oil - R1_46_R2_55,0.5621576377100833
Stationary Combustion - Residential natural gas - R1_46_R2_55,0.3994277952150592
Stationary Combustion - Residential propane - R1_46_R2_55,0.04438086613500657
Stationary Combustion - Commercial fuel - R1_46_R2_55,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_55,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_55,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_55,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_55,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_55,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_54,0.7662093229278059
Mobile Combustion - Motorcycle - R1_46_R2_54,0.027287743274265665
Mobile Combustion - Trucks - R1_46_R2_54,1.3327036591562824
Mobile Combustion - Buses - R1_46_R2_54,0.01506820129803148
Electricity Consumption - Residential Electricity - R1_46_R2_54,0.4557848562684047
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_54,0.5234359286255463
Stationary Combustion - Residential fuel oil - R1_46_R2_54,0.5659631455607037
Stationary Combustion - Residential natural gas - R1_46_R2_54,0.4021317086878685
Stationary Combustion - Residential propane - R1_46_R2_54,0.044681300965318714
Stationary Combustion - Commercial fuel - R1_46_R2_54,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_54,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_54,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_54,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_54,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_54,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_60,0.740733148620511
Mobile Combustion - Motorcycle - R1_46_R2_60,0.026380435984592547
Mobile Combustion - Trucks - R1_46_R2_60,1.2883917593859973
Mobile Combustion - Buses - R1_46_R2_60,0.014567189223029325
Electricity Consumption - Residential Electricity - R1_46_R2_60,0.44063017973621477
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_60,0.5060318791610874
Stationary Combustion - Residential fuel oil - R1_46_R2_60,0.5471450819893631
Stationary Combustion - Residential natural gas - R1_46_R2_60,0.3887609793082317
Stationary Combustion - Residential propane - R1_46_R2_60,0.04319566436758129
Stationary Combustion - Commercial fuel - R1_46_R2_60,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_60,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_60,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_60,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_60,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_60,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_83,0.6266039415994054
Mobile Combustion - Motorcycle - R1_46_R2_83,0.0223158437013936
Mobile Combustion - Trucks - R1_46_R2_83,1.0898814995102328
Mobile Combustion - Buses - R1_46_R2_83,0.01232273485015978
Electricity Consumption - Residential Electricity - R1_46_R2_83,0.3727396403476162
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_83,0.4280645069655674
Stationary Combustion - Residential fuel oil - R1_46_R2_83,0.4628431515988609
Stationary Combustion - Residential natural gas - R1_46_R2_83,0.32886223929392755
Stationary Combustion - Residential propane - R1_46_R2_83,0.03654024881043638
Stationary Combustion - Commercial fuel - R1_46_R2_83,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_83,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_83,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_83,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_83,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_83,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_89,0.6006133809728065
Mobile Combustion - Motorcycle - R1_46_R2_89,0.02139021708121256
Mobile Combustion - Trucks - R1_46_R2_89,1.0446749035917238
Mobile Combustion - Buses - R1_46_R2_89,0.011811606901632868
Electricity Consumption - Residential Electricity - R1_46_R2_89,0.3572789775952187
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_89,0.41030905446715893
Stationary Combustion - Residential fuel oil - R1_46_R2_89,0.44364513480769474
Stationary Combustion - Residential natural gas - R1_46_R2_89,0.3152215431528358
Stationary Combustion - Residential propane - R1_46_R2_89,0.03502461590587064
Stationary Combustion - Commercial fuel - R1_46_R2_89,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_89,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_89,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_89,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_89,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_89,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_58,0.7466644880776001
Mobile Combustion - Motorcycle - R1_46_R2_58,0.026591674432800284
Mobile Combustion - Trucks - R1_46_R2_58,1.2987084151112964
Mobile Combustion - Buses - R1_46_R2_58,0.014683834393261475
Electricity Consumption - Residential Electricity - R1_46_R2_58,0.44415847757994015
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_58,0.5100838739408577
Stationary Combustion - Residential fuel oil - R1_46_R2_58,0.551526286232213
Stationary Combustion - Residential natural gas - R1_46_R2_58,0.39187394021762506
Stationary Combustion - Residential propane - R1_46_R2_58,0.043541548913069446
Stationary Combustion - Commercial fuel - R1_46_R2_58,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_58,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_58,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_58,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_58,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_58,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_85,0.6166590590271911
Mobile Combustion - Motorcycle - R1_46_R2_85,0.02196166711491415
Mobile Combustion - Trucks - R1_46_R2_85,1.0725839008028384
Mobile Combustion - Buses - R1_46_R2_85,0.012127159714228512
Electricity Consumption - Residential Electricity - R1_46_R2_85,0.3668238589310412
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_85,0.42127066005129604
Stationary Combustion - Residential fuel oil - R1_46_R2_85,0.4554973299619026
Stationary Combustion - Residential natural gas - R1_46_R2_85,0.3236428397097729
Stationary Combustion - Residential propane - R1_46_R2_85,0.0359603155233081
Stationary Combustion - Commercial fuel - R1_46_R2_85,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_85,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_85,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_85,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_85,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_85,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_62,0.7316721136352773
Mobile Combustion - Motorcycle - R1_46_R2_62,0.026057736705064866
Mobile Combustion - Trucks - R1_46_R2_62,1.2726314780644115
Mobile Combustion - Buses - R1_46_R2_62,0.014388995751558251
Electricity Consumption - Residential Electricity - R1_46_R2_62,0.43524016110187236
Electricity Consumption - Commercial&Industrial Electricity - R1_46_R2_62,0.4998418327600842
Stationary Combustion - Residential fuel oil - R1_46_R2_62,0.5404521174053735
Stationary Combustion - Residential natural gas - R1_46_R2_62,0.38400545184066015
Stationary Combustion - Residential propane - R1_46_R2_62,0.04266727242674001
Stationary Combustion - Commercial fuel - R1_46_R2_62,0.5127155943219528
Stationary Combustion - Industrial fuel - R1_46_R2_62,0.18126739390006189
Agriculture & Land management - Organic fertilizer - R1_46_R2_62,5.276697991563431e-05
Agriculture & Land management - Synthetic fertilizer - R1_46_R2_62,0.015517917471669977
Agriculture & Land management - Manure fertilizer - R1_46_R2_62,4.6358034986609895e-05
Wastewater treatment - Wastewater - R1_46_R2_62,0.04959302631279537
Mobile Combustion - Automobile - R1_46_R2_50,0.7882602354980908
Mobile Combustion - Motorcycle - R1_46_R2_50,0.028073063451370728
Mobile Combustion - Trucks - R1_46_R2_50,1.3710578412195604
Mobile Combustion - Buses - R1_46_R2_50,0.015501852494214659
